date,pollution,weekday,hour,dew,temp,press,wnd_dir,wnd_spd,snow,rain
2010-01-04 01:00:00,58.0,0,1,-16,-9.0,1023.0,NW,21.9,0,0
2010-01-04 02:00:00,25.0,0,2,-17,-10.0,1024.0,NW,29.95,0,0
2010-01-04 03:00:00,26.0,0,3,-18,-11.0,1024.0,NW,39.78,0,0
2010-01-04 04:00:00,28.0,0,4,-19,-11.0,1025.0,NW,48.72,0,0
2010-01-04 05:00:00,26.0,0,5,-20,-12.0,1026.0,NW,55.87,0,0
2010-01-04 06:00:00,20.0,0,6,-21,-12.0,1027.0,NW,64.81,0,0
2010-01-04 07:00:00,29.0,0,7,-21,-13.0,1027.0,NW,73.75,0,0
2010-01-04 08:00:00,26.0,0,8,-22,-13.0,1028.0,NW,80.9,0,0
2010-01-04 09:00:00,27.0,0,9,-22,-13.0,1029.0,NW,90.73,0,0
2010-01-04 10:00:00,27.0,0,10,-22,-12.0,1030.0,NW,100.56,0,0
2010-01-04 11:00:00,25.0,0,11,-23,-12.0,1031.0,NW,108.61,0,0
2010-01-04 12:00:00,29.0,0,12,-21,-11.0,1030.0,NW,117.55,0,0
2010-01-04 13:00:00,32.0,0,13,-20,-10.0,1030.0,NW,127.38,0,0
2010-01-04 14:00:00,28.0,0,14,-21,-10.0,1030.0,NW,136.32,0,0
2010-01-04 15:00:00,29.0,0,15,-21,-9.0,1030.0,NW,145.26,0,0
2010-01-04 16:00:00,30.0,0,16,-21,-9.0,1031.0,NW,152.41,0,0
2010-01-04 17:00:00,30.0,0,17,-20,-11.0,1032.0,NW,159.56,0,0
2010-01-04 18:00:00,28.0,0,18,-23,-11.0,1032.0,NW,165.37,0,0
2010-01-04 19:00:00,26.0,0,19,-21,-12.0,1033.0,NW,171.18,0,0
2010-01-04 20:00:00,31.0,0,20,-24,-12.0,1034.0,NW,180.12,0,0
2010-01-04 21:00:00,33.0,0,21,-24,-13.0,1034.0,NW,187.27,0,0
2010-01-04 22:00:00,29.0,0,22,-24,-13.0,1035.0,NW,195.32,0,0
2010-01-04 23:00:00,31.0,0,23,-26,-15.0,1035.0,NW,198.45,0,0
2010-01-05 00:00:00,30.0,1,0,-26,-17.0,1035.0,NW,201.58,0,0
2010-01-05 01:00:00,34.0,1,1,-26,-18.0,1035.0,NW,205.6,0,0
2010-01-05 02:00:00,27.0,1,2,-26,-19.0,1035.0,NW,208.73,0,0
2010-01-05 03:00:00,25.0,1,3,-27,-18.0,1035.0,NW,213.65,0,0
2010-01-05 04:00:00,28.0,1,4,-27,-19.0,1035.0,NW,218.57,0,0
2010-01-05 05:00:00,28.0,1,5,-27,-16.0,1034.0,NE,4.92,0,0
2010-01-05 06:00:00,27.0,1,6,-26,-16.0,1035.0,NE,8.05,0,0
2010-01-05 07:00:00,27.0,1,7,-27,-16.0,1034.0,NE,13.86,0,0
2010-01-05 08:00:00,27.0,1,8,-26,-16.0,1035.0,NE,18.78,0,0
2010-01-05 09:00:00,29.0,1,9,-26,-15.0,1035.0,NE,24.59,0,0
2010-01-05 10:00:00,36.0,1,10,-25,-14.0,1035.0,NE,29.51,0,0
2010-01-05 11:00:00,30.0,1,11,-25,-13.0,1035.0,NE,34.43,0,0
2010-01-05 12:00:00,27.0,1,12,-25,-12.0,1034.0,NE,39.35,0,0
2010-01-05 13:00:00,39.0,1,13,-24,-11.0,1032.0,NE,41.14,0,0
2010-01-05 14:00:00,41.0,1,14,-22,-11.0,1032.0,cv,0.89,0,0
2010-01-05 15:00:00,33.0,1,15,-23,-11.0,1031.0,NW,1.79,0,0
2010-01-05 16:00:00,50.0,1,16,-24,-11.0,1031.0,NW,3.58,0,0
2010-01-05 17:00:00,56.0,1,17,-23,-11.0,1031.0,NW,5.37,0,0
2010-01-05 18:00:00,59.0,1,18,-23,-11.0,1032.0,NW,7.16,0,0
2010-01-05 19:00:00,60.0,1,19,-22,-13.0,1033.0,NW,10.29,0,0
2010-01-05 20:00:00,84.0,1,20,-22,-12.0,1033.0,NW,13.42,0,0
2010-01-05 21:00:00,106.0,1,21,-24,-18.0,1033.0,NW,16.55,0,0
2010-01-05 22:00:00,66.0,1,22,-22,-13.0,1034.0,NW,20.57,0,0
2010-01-05 23:00:00,50.0,1,23,-22,-16.0,1033.0,NW,23.7,0,0
2010-01-06 00:00:00,56.0,2,0,-25,-17.0,1033.0,NW,26.83,0,0
2010-01-06 01:00:00,77.0,2,1,-25,-14.0,1033.0,NE,4.02,0,0
2010-01-06 02:00:00,50.0,2,2,-26,-14.0,1034.0,NE,8.04,0,0
2010-01-06 03:00:00,44.0,2,3,-26,-14.0,1033.0,NE,13.85,0,0
2010-01-06 04:00:00,27.0,2,4,-26,-14.0,1033.0,NE,17.87,0,0
2010-01-06 05:00:00,28.0,2,5,-26,-14.0,1033.0,NE,23.68,0,0
2010-01-06 06:00:00,21.0,2,6,-26,-14.0,1033.0,NE,28.6,0,0
2010-01-06 07:00:00,25.0,2,7,-26,-15.0,1034.0,NE,33.52,0,0
2010-01-06 08:00:00,20.0,2,8,-26,-14.0,1034.0,NE,39.33,0,0
2010-01-06 09:00:00,29.0,2,9,-25,-13.0,1035.0,NE,44.25,0,0
2010-01-06 10:00:00,34.0,2,10,-25,-12.0,1035.0,NE,50.06,0,0
2010-01-06 11:00:00,42.0,2,11,-24,-11.0,1035.0,NE,54.98,0,0
2010-01-06 12:00:00,28.0,2,12,-24,-10.0,1034.0,NE,59.0,0,0
2010-01-06 13:00:00,36.0,2,13,-22,-10.0,1033.0,NW,4.02,0,0
2010-01-06 14:00:00,48.0,2,14,-22,-9.0,1033.0,NW,5.81,0,0
2010-01-06 15:00:00,49.0,2,15,-22,-8.0,1033.0,cv,0.89,0,0
2010-01-06 16:00:00,52.0,2,16,-22,-8.0,1033.0,NW,1.79,0,0
2010-01-06 17:00:00,56.0,2,17,-21,-9.0,1033.0,NW,3.58,0,0
2010-01-06 18:00:00,96.0,2,18,-22,-9.0,1033.0,NW,5.37,0,0
2010-01-06 19:00:00,75.0,2,19,-22,-14.0,1034.0,cv,0.89,0,0
2010-01-06 20:00:00,105.0,2,20,-22,-12.0,1035.0,NW,1.79,0,0
2010-01-06 21:00:00,132.0,2,21,-21,-14.0,1034.0,NW,3.58,0,0
2010-01-06 22:00:00,93.0,2,22,-22,-16.0,1035.0,NW,5.37,0,0
2010-01-06 23:00:00,131.0,2,23,-21,-16.0,1035.0,NW,7.16,0,0
2010-01-07 00:00:00,127.0,3,0,-21,-16.0,1035.0,NW,8.95,0,0
2010-01-07 01:00:00,130.0,3,1,-21,-16.0,1035.0,cv,0.45,0,0
2010-01-07 02:00:00,43.0,3,2,-22,-18.0,1036.0,cv,1.34,0,0
2010-01-07 03:00:00,37.0,3,3,-23,-15.0,1036.0,NW,4.02,0,0
2010-01-07 04:00:00,30.0,3,4,-24,-16.0,1035.0,NW,7.15,0,0
2010-01-07 05:00:00,28.0,3,5,-25,-15.0,1035.0,NW,10.28,0,0
2010-01-07 06:00:00,24.0,3,6,-24,-15.0,1035.0,NW,14.3,0,0
2010-01-07 07:00:00,23.0,3,7,-25,-13.0,1036.0,NE,4.92,0,0
2010-01-07 08:00:00,24.0,3,8,-24,-14.0,1036.0,NW,4.02,0,0
2010-01-07 09:00:00,27.0,3,9,-23,-12.0,1036.0,NW,8.94,0,0
2010-01-07 10:00:00,40.0,3,10,-22,-11.0,1036.0,NW,12.96,0,0
2010-01-07 11:00:00,42.0,3,11,-20,-10.0,1036.0,NW,16.09,0,0
2010-01-07 12:00:00,42.0,3,12,-21,-9.0,1035.0,NW,19.22,0,0
2010-01-07 13:00:00,55.0,3,13,-21,-8.0,1034.0,NW,21.01,0,0
2010-01-07 14:00:00,52.0,3,14,-20,-7.0,1033.0,NW,22.8,0,0
2010-01-07 15:00:00,51.0,3,15,-20,-7.0,1032.0,NW,24.59,0,0
2010-01-07 16:00:00,57.0,3,16,-18,-8.0,1032.0,NW,26.38,0,0
2010-01-07 17:00:00,50.0,3,17,-19,-9.0,1032.0,NW,28.17,0,0
2010-01-07 18:00:00,54.0,3,18,-19,-11.0,1032.0,NE,0.89,0,0
2010-01-07 19:00:00,67.0,3,19,-18,-11.0,1033.0,NW,1.79,0,0
2010-01-07 20:00:00,106.0,3,20,-19,-15.0,1032.0,NE,1.79,0,0
2010-01-07 21:00:00,159.0,3,21,-19,-14.0,1032.0,cv,0.45,0,0
2010-01-07 22:00:00,198.0,3,22,-21,-14.0,1032.0,cv,1.34,0,0
2010-01-07 23:00:00,190.0,3,23,-21,-16.0,1032.0,cv,2.23,0,0
2010-01-08 00:00:00,210.0,4,0,-21,-17.0,1031.0,NW,1.79,0,0
2010-01-08 01:00:00,195.0,4,1,-19,-16.0,1031.0,NW,3.58,0,0
2010-01-08 02:00:00,275.0,4,2,-20,-16.0,1031.0,NE,0.89,0,0
2010-01-08 03:00:00,164.0,4,3,-19,-15.0,1030.0,SE,0.89,0,0
2010-01-08 04:00:00,110.0,4,4,-18,-15.0,1030.0,cv,0.45,0,0
2010-01-08 05:00:00,100.0,4,5,-18,-15.0,1029.0,cv,1.34,0,0
2010-01-08 06:00:00,81.0,4,6,-18,-15.0,1029.0,NW,1.79,0,0
2010-01-08 07:00:00,71.0,4,7,-16,-13.0,1029.0,NE,0.89,0,0
2010-01-08 08:00:00,66.0,4,8,-16,-12.0,1029.0,SE,0.89,0,0
2010-01-08 09:00:00,92.0,4,9,-16,-12.0,1030.0,SE,1.78,0,0
2010-01-08 10:00:00,135.0,4,10,-17,-10.0,1030.0,NE,0.89,0,0
2010-01-08 11:00:00,155.0,4,11,-16,-10.0,1029.0,cv,0.89,0,0
2010-01-08 12:00:00,198.0,4,12,-16,-9.0,1028.0,SE,3.13,0,0
2010-01-08 13:00:00,250.0,4,13,-15,-8.0,1026.0,SE,4.92,0,0
2010-01-08 14:00:00,200.0,4,14,-16,-8.0,1026.0,cv,0.89,0,0
2010-01-08 15:00:00,231.0,4,15,-16,-8.0,1025.0,cv,1.78,0,0
2010-01-08 16:00:00,250.0,4,16,-16,-8.0,1025.0,cv,2.67,0,0
2010-01-08 17:00:00,212.0,4,17,-17,-8.0,1025.0,SE,0.89,0,0
2010-01-08 18:00:00,219.0,4,18,-17,-9.0,1026.0,cv,0.45,0,0
2010-01-08 19:00:00,227.0,4,19,-17,-11.0,1026.0,cv,1.34,0,0
2010-01-08 20:00:00,226.0,4,20,-17,-12.0,1026.0,cv,1.79,0,0
2010-01-08 21:00:00,225.0,4,21,-18,-14.0,1027.0,NW,1.79,0,0
2010-01-08 22:00:00,168.0,4,22,-16,-9.0,1027.0,NW,4.92,0,0
2010-01-08 23:00:00,169.0,4,23,-16,-11.0,1027.0,NW,6.71,0,0
2010-01-09 00:00:00,165.0,5,0,-17,-13.0,1027.0,cv,0.89,0,0
2010-01-09 01:00:00,159.0,5,1,-17,-13.0,1027.0,NW,3.13,0,0
2010-01-09 02:00:00,167.0,5,2,-17,-14.0,1027.0,NW,4.92,0,0
2010-01-09 03:00:00,196.0,5,3,-17,-15.0,1027.0,NW,8.05,0,0
2010-01-09 04:00:00,169.0,5,4,-17,-13.0,1027.0,NW,9.84,0,0
2010-01-09 05:00:00,155.0,5,5,-19,-16.0,1027.0,NW,13.86,0,0
2010-01-09 06:00:00,119.0,5,6,-18,-15.0,1027.0,NW,17.88,0,0
2010-01-09 07:00:00,106.0,5,7,-19,-15.0,1027.0,NW,21.9,0,0
2010-01-09 08:00:00,93.0,5,8,-18,-14.0,1028.0,NW,25.92,0,0
2010-01-09 09:00:00,84.0,5,9,-18,-9.0,1029.0,NE,5.81,0,0
2010-01-09 10:00:00,73.0,5,10,-17,-7.0,1029.0,NE,11.62,0,0
2010-01-09 11:00:00,66.0,5,11,-17,-6.0,1030.0,NE,17.43,0,0
2010-01-09 12:00:00,40.0,5,12,-16,-6.0,1029.0,NE,23.24,0,0
2010-01-09 13:00:00,49.0,5,13,-16,-5.0,1029.0,NE,28.16,0,0
2010-01-09 14:00:00,50.0,5,14,-15,-4.0,1029.0,NE,33.08,0,0
2010-01-09 15:00:00,49.0,5,15,-14,-4.0,1028.0,NE,37.1,0,0
2010-01-09 16:00:00,41.0,5,16,-15,-4.0,1029.0,NE,38.89,0,0
2010-01-09 17:00:00,37.0,5,17,-15,-4.0,1030.0,NW,1.79,0,0
2010-01-09 18:00:00,45.0,5,18,-15,-7.0,1030.0,NE,3.13,0,0
2010-01-09 19:00:00,44.0,5,19,-15,-6.0,1031.0,NW,3.13,0,0
2010-01-09 20:00:00,54.0,5,20,-15,-7.0,1032.0,NW,4.92,0,0
2010-01-09 21:00:00,50.0,5,21,-15,-6.0,1032.0,NE,3.13,0,0
2010-01-09 22:00:00,47.0,5,22,-15,-8.0,1033.0,cv,0.45,0,0
2010-01-09 23:00:00,66.0,5,23,-15,-8.0,1033.0,cv,0.9,0,0
2010-01-10 00:00:00,75.0,6,0,-15,-11.0,1033.0,NW,0.89,0,0
2010-01-10 01:00:00,82.0,6,1,-17,-13.0,1033.0,NW,1.78,0,0
2010-01-10 02:00:00,66.0,6,2,-17,-12.0,1033.0,NW,4.91,0,0
2010-01-10 03:00:00,83.0,6,3,-17,-13.0,1033.0,NW,8.04,0,0
2010-01-10 04:00:00,62.0,6,4,-19,-14.0,1032.0,NW,9.83,0,0
2010-01-10 05:00:00,40.0,6,5,-18,-13.0,1032.0,NW,12.96,0,0
2010-01-10 06:00:00,23.0,6,6,-19,-13.0,1032.0,NW,16.09,0,0
2010-01-10 07:00:00,25.0,6,7,-19,-14.0,1033.0,NW,19.22,0,0
2010-01-10 08:00:00,27.0,6,8,-19,-14.0,1034.0,NW,22.35,0,0
2010-01-10 09:00:00,35.0,6,9,-17,-12.0,1033.0,NW,24.14,0,0
2010-01-10 10:00:00,50.0,6,10,-16,-7.0,1033.0,NE,4.02,0,0
2010-01-10 11:00:00,70.0,6,11,-15,-7.0,1033.0,NW,3.13,0,0
2010-01-10 12:00:00,75.0,6,12,-15,-7.0,1032.0,NW,6.26,0,0
2010-01-10 13:00:00,58.0,6,13,-14,-6.0,1031.0,NW,9.39,0,0
2010-01-10 14:00:00,70.0,6,14,-14,-6.0,1031.0,NW,12.52,0,0
2010-01-10 15:00:00,68.0,6,15,-13,-5.0,1030.0,NW,14.31,0,0
2010-01-10 16:00:00,71.0,6,16,-14,-5.0,1031.0,NW,16.1,0,0
2010-01-10 17:00:00,88.0,6,17,-14,-6.0,1031.0,NW,19.23,0,0
2010-01-10 18:00:00,84.0,6,18,-13,-7.0,1032.0,NW,23.25,0,0
2010-01-10 19:00:00,83.0,6,19,-15,-6.0,1032.0,NW,27.27,0,0
2010-01-10 20:00:00,66.0,6,20,-15,-6.0,1033.0,NW,30.4,0,0
2010-01-10 21:00:00,27.0,6,21,-15,-4.0,1034.0,NW,35.32,0,0
2010-01-10 22:00:00,24.0,6,22,-16,-4.0,1034.0,NW,44.26,0,0
2010-01-10 23:00:00,22.0,6,23,-17,-5.0,1035.0,NW,52.31,0,0
2010-01-11 00:00:00,23.0,0,0,-17,-6.0,1035.0,NW,60.36,0,0
2010-01-11 01:00:00,27.0,0,1,-17,-8.0,1035.0,cv,0.89,0,0
2010-01-11 02:00:00,23.0,0,2,-19,-11.0,1036.0,NW,4.02,0,0
2010-01-11 03:00:00,17.0,0,3,-20,-11.0,1036.0,NW,8.94,0,0
2010-01-11 04:00:00,17.0,0,4,-21,-11.0,1035.0,NE,4.02,0,0
2010-01-11 05:00:00,16.0,0,5,-22,-12.0,1035.0,NW,3.13,0,0
2010-01-11 06:00:00,16.0,0,6,-22,-12.0,1035.0,NE,4.92,0,0
2010-01-11 07:00:00,20.0,0,7,-22,-13.0,1036.0,NW,5.81,0,0
2010-01-11 08:00:00,20.0,0,8,-22,-9.0,1036.0,NW,13.86,0,0
2010-01-11 09:00:00,18.0,0,9,-22,-10.0,1036.0,NW,21.91,0,0
2010-01-11 10:00:00,25.0,0,10,-22,-9.0,1036.0,NW,29.06,0,0
2010-01-11 11:00:00,26.0,0,11,-21,-9.0,1036.0,NW,33.08,0,0
2010-01-11 12:00:00,27.0,0,12,-20,-6.0,1035.0,NW,42.02,0,0
2010-01-11 13:00:00,28.0,0,13,-19,-5.0,1034.0,NW,50.96,0,0
2010-01-11 14:00:00,15.0,0,14,-19,-5.0,1033.0,NW,59.01,0,0
2010-01-11 15:00:00,24.0,0,15,-20,-5.0,1033.0,NW,66.16,0,0
2010-01-11 16:00:00,13.0,0,16,-20,-5.0,1032.0,NW,71.97,0,0
2010-01-11 17:00:00,13.0,0,17,-20,-5.0,1033.0,NW,76.89,0,0
2010-01-11 18:00:00,13.0,0,18,-20,-7.0,1033.0,NW,81.81,0,0
2010-01-11 19:00:00,17.0,0,19,-22,-7.0,1033.0,NW,85.83,0,0
2010-01-11 20:00:00,20.0,0,20,-22,-8.0,1033.0,NW,89.85,0,0
2010-01-11 21:00:00,27.0,0,21,-23,-10.0,1033.0,NW,91.64,0,0
2010-01-11 22:00:00,20.0,0,22,-23,-13.0,1033.0,NW,93.43,0,0
2010-01-11 23:00:00,15.0,0,23,-22,-12.0,1032.0,cv,0.89,0,0
2010-01-12 00:00:00,21.0,1,0,-22,-15.0,1031.0,cv,1.78,0,0
2010-01-12 01:00:00,21.0,1,1,-22,-14.0,1031.0,NE,1.79,0,0
2010-01-12 02:00:00,37.0,1,2,-22,-14.0,1031.0,NW,0.89,0,0
2010-01-12 03:00:00,26.0,1,3,-24,-18.0,1030.0,NE,1.79,0,0
2010-01-12 04:00:00,15.0,1,4,-24,-13.0,1030.0,NE,3.58,0,0
2010-01-12 05:00:00,9.0,1,5,-25,-14.0,1030.0,NW,3.13,0,0
2010-01-12 06:00:00,11.0,1,6,-24,-14.0,1030.0,NW,7.15,0,0
2010-01-12 07:00:00,11.0,1,7,-25,-12.0,1030.0,NW,12.96,0,0
2010-01-12 08:00:00,16.0,1,8,-26,-14.0,1030.0,NW,16.98,0,0
2010-01-12 09:00:00,13.0,1,9,-25,-12.0,1031.0,NW,21.0,0,0
2010-01-12 10:00:00,15.0,1,10,-25,-11.0,1031.0,NW,26.81,0,0
2010-01-12 11:00:00,21.0,1,11,-24,-11.0,1030.0,NW,35.75,0,0
2010-01-12 12:00:00,24.0,1,12,-23,-11.0,1029.0,NW,47.82,0,0
2010-01-12 13:00:00,22.0,1,13,-22,-11.0,1029.0,NW,63.02,0,0
2010-01-12 14:00:00,22.0,1,14,-23,-11.0,1029.0,NW,75.98,0,0
2010-01-12 15:00:00,22.0,1,15,-22,-11.0,1029.0,NW,88.05,0,0
2010-01-12 16:00:00,19.0,1,16,-23,-11.0,1030.0,NW,101.01,0,0
2010-01-12 17:00:00,23.0,1,17,-24,-11.0,1030.0,NW,109.06,0,0
2010-01-12 18:00:00,25.0,1,18,-24,-11.0,1032.0,NW,118.0,0,0
2010-01-12 19:00:00,25.0,1,19,-23,-11.0,1032.0,NW,126.05,0,0
2010-01-12 20:00:00,31.0,1,20,-23,-12.0,1032.0,NW,134.1,0,0
2010-01-12 21:00:00,25.0,1,21,-24,-12.0,1033.0,NW,142.15,0,0
2010-01-12 22:00:00,22.0,1,22,-23,-12.0,1033.0,NW,150.2,0,0
2010-01-12 23:00:00,22.0,1,23,-23,-12.0,1034.0,NW,160.03,0,0
2010-01-13 00:00:00,15.0,2,0,-24,-12.0,1034.0,NW,169.86,0,0
2010-01-13 01:00:00,16.0,2,1,-24,-12.0,1033.0,NW,178.8,0,0
2010-01-13 02:00:00,11.0,2,2,-25,-12.0,1033.0,NW,189.98,0,0
2010-01-13 03:00:00,11.0,2,3,-24,-13.0,1033.0,NW,198.03,0,0
2010-01-13 04:00:00,12.0,2,4,-25,-12.0,1032.0,NW,205.18,0,0
2010-01-13 05:00:00,11.0,2,5,-25,-12.0,1033.0,NW,215.01,0,0
2010-01-13 06:00:00,12.0,2,6,-25,-12.0,1032.0,NW,226.19,0,0
2010-01-13 07:00:00,27.0,2,7,-25,-12.0,1032.0,NW,235.13,0,0
2010-01-13 08:00:00,28.0,2,8,-25,-12.0,1032.0,NW,243.18,0,0
2010-01-13 09:00:00,34.0,2,9,-23,-11.0,1033.0,NW,252.12,0,0
2010-01-13 10:00:00,33.0,2,10,-23,-10.0,1033.0,NW,257.93,0,0
2010-01-13 11:00:00,36.0,2,11,-22,-9.0,1033.0,NW,263.74,0,0
2010-01-13 12:00:00,26.0,2,12,-21,-8.0,1031.0,NW,270.89,0,0
2010-01-13 13:00:00,49.0,2,13,-21,-6.0,1030.0,NW,278.94,0,0
2010-01-13 14:00:00,52.0,2,14,-20,-5.0,1029.0,NW,286.99,0,0
2010-01-13 15:00:00,47.0,2,15,-22,-5.0,1028.0,NW,294.14,0,0
2010-01-13 16:00:00,47.0,2,16,-21,-5.0,1028.0,NW,299.06,0,0
2010-01-13 17:00:00,39.0,2,17,-19,-7.0,1028.0,SE,1.79,0,0
2010-01-13 18:00:00,59.0,2,18,-19,-8.0,1028.0,cv,0.45,0,0
2010-01-13 19:00:00,76.0,2,19,-20,-9.0,1028.0,cv,1.34,0,0
2010-01-13 20:00:00,96.0,2,20,-19,-10.0,1027.0,SE,1.79,0,0
2010-01-13 21:00:00,95.0,2,21,-19,-13.0,1027.0,cv,0.89,0,0
2010-01-13 22:00:00,68.0,2,22,-18,-12.0,1027.0,cv,1.78,0,0
2010-01-13 23:00:00,65.0,2,23,-18,-13.0,1027.0,NE,0.89,0,0
2010-01-14 00:00:00,75.0,3,0,-18,-14.0,1026.0,NE,1.78,0,0
2010-01-14 01:00:00,257.0,3,1,-20,-15.0,1025.0,NE,2.67,0,0
2010-01-14 02:00:00,174.0,3,2,-20,-15.0,1025.0,NW,0.89,0,0
2010-01-14 03:00:00,164.0,3,3,-20,-16.0,1025.0,NW,1.78,0,0
2010-01-14 04:00:00,161.0,3,4,-20,-16.0,1024.0,NW,3.57,0,0
2010-01-14 05:00:00,137.0,3,5,-21,-17.0,1024.0,NW,6.7,0,0
2010-01-14 06:00:00,92.0,3,6,-19,-14.0,1023.0,NW,10.72,0,0
2010-01-14 07:00:00,64.0,3,7,-21,-17.0,1023.0,NW,13.85,0,0
2010-01-14 08:00:00,87.0,3,8,-19,-15.0,1024.0,NW,15.64,0,0
2010-01-14 09:00:00,87.0,3,9,-19,-14.0,1024.0,NW,18.77,0,0
2010-01-14 10:00:00,84.0,3,10,-18,-10.0,1024.0,NW,22.79,0,0
2010-01-14 11:00:00,95.0,3,11,-17,-9.0,1023.0,NW,24.58,0,0
2010-01-14 12:00:00,79.0,3,12,-16,-6.0,1023.0,NW,26.37,0,0
2010-01-14 13:00:00,75.0,3,13,-17,-5.0,1022.0,NW,28.16,0,0
2010-01-14 14:00:00,79.0,3,14,-16,-5.0,1022.0,NW,29.95,0,0
2010-01-14 15:00:00,86.0,3,15,-15,-4.0,1022.0,NW,33.08,0,0
2010-01-14 16:00:00,72.0,3,16,-16,-4.0,1023.0,cv,0.89,0,0
2010-01-14 17:00:00,89.0,3,17,-15,-5.0,1025.0,SE,1.79,0,0
2010-01-14 18:00:00,94.0,3,18,-14,-3.0,1026.0,NW,5.81,0,0
2010-01-14 19:00:00,69.0,3,19,-16,-3.0,1027.0,NW,11.62,0,0
2010-01-14 20:00:00,49.0,3,20,-15,-4.0,1029.0,NW,20.56,0,0
