date,IDT,WDAY,HOUR,MIN,WFT,CO2,REHU,LGHT,RAIN,WIND,SLWF,ODTM,ODRH
2012-03-13 18:45:00,21.4493,1,18,45,17.0,209.792,44.3893,11.5073,0.0,0.228,0.0,18.768,54.928000000000004
2012-03-13 19:00:00,21.3747,1,19,0,17.0,210.05900000000003,44.68,11.4427,0.0,0.324,0.0,18.4967,55.751999999999995
2012-03-13 19:15:00,21.276,1,19,15,16.2667,210.06900000000002,44.64,11.425999999999998,0.0,0.716,0.0,18.23,56.0213
2012-03-13 19:30:00,21.1987,1,19,30,15.6667,209.90900000000002,44.8213,11.3113,0.0,0.110667,0.0,18.0053,56.583999999999996
2012-03-13 19:45:00,21.0933,1,19,45,15.6,210.65599999999998,44.7493,11.67,0.0,0.661333,0.0,17.7807,57.5387
2012-03-13 20:00:00,21.0,1,20,0,15.0,210.667,44.5867,11.524000000000001,0.0,0.615333,0.0,17.576,57.9147
2012-03-13 20:15:00,20.9053,1,20,15,15.0,209.877,44.3227,11.6053,0.0,0.458667,0.0,17.3707,57.5893
2012-03-13 20:30:00,20.816,1,20,30,15.0,210.315,44.4693,11.7847,0.0,0.132,0.0,17.1607,57.1467
2012-03-13 20:45:00,20.72,1,20,45,15.0,209.429,44.0507,11.4427,0.0,0.119333,0.0,16.9407,57.1653
2012-03-13 21:00:00,20.628,1,21,0,15.0,209.21599999999998,43.6827,11.5887,0.0,0.0,0.0,16.6853,57.1813
2012-03-13 21:15:00,20.5253,1,21,15,14.6,210.53900000000002,43.8027,11.524000000000001,0.0,0.0,0.0,16.416,57.2453
2012-03-13 21:30:00,20.43,1,21,30,14.0667,211.04,43.623999999999995,11.5887,0.0,0.0,0.0,16.22,57.3653
2012-03-13 21:45:00,20.3147,1,21,45,12.9333,211.317,43.136,11.524000000000001,0.0,0.0,0.0,16.0547,57.5253
2012-03-13 22:00:00,20.2133,1,22,0,12.0,212.38400000000001,43.2,11.6053,0.0,0.0,0.0,15.876,57.711999999999996
2012-03-13 22:15:00,20.114,1,22,15,12.0,213.16299999999998,42.8533,11.524000000000001,0.0,0.0,0.0,15.7213,57.896
2012-03-13 22:30:00,20.0053,1,22,30,11.6,213.472,42.7333,11.7847,0.0,0.0,0.0,15.5673,58.0133
2012-03-13 22:45:00,19.9007,1,22,45,10.1333,214.827,42.6853,11.6053,0.0,0.0,0.0,15.4147,57.928000000000004
2012-03-13 23:00:00,19.7953,1,23,0,10.3333,214.33599999999998,42.1973,11.524000000000001,0.0,0.0,0.0,15.26,58.048
2012-03-13 23:15:00,19.6773,1,23,15,11.0,215.136,41.9947,11.524000000000001,0.0,0.0,0.0,15.065999999999999,58.0107
2012-03-13 23:30:00,19.5727,1,23,30,11.0,216.38400000000001,41.7573,11.6053,0.0,0.0,0.0,14.864,57.864
2012-03-13 23:45:00,19.442,1,23,45,10.2667,216.97099999999998,41.3467,11.524000000000001,0.0,0.0,0.0,14.6387,57.7173
2012-03-14 00:00:00,19.3327,2,0,0,10.0,217.835,41.431999999999995,11.6053,0.0,0.0,0.0,14.4433,57.5627
2012-03-14 00:15:00,19.238,2,0,15,9.46667,219.115,41.0427,11.6053,0.0,0.0,0.0,14.2667,57.472
2012-03-14 00:30:00,19.0933,2,0,30,9.0,219.2,41.0133,11.524000000000001,0.0,0.0,0.0,13.9887,57.7253
2012-03-14 00:45:00,18.962,2,0,45,9.0,221.493,41.152,11.524000000000001,0.0,0.0,0.0,13.7673,58.3413
2012-03-14 01:00:00,18.8533,2,1,0,9.0,222.229,41.152,11.5073,0.0,0.0,0.0,13.6213,58.496
2012-03-14 01:15:00,18.7267,2,1,15,9.0,222.155,41.0427,11.6867,0.0,0.0,0.0,13.522,58.1013
2012-03-14 01:30:00,18.6073,2,1,30,9.0,222.74099999999999,40.9627,11.524000000000001,0.0,0.0,0.0,13.3787,57.44
2012-03-14 01:45:00,18.5007,2,1,45,9.0,221.515,40.708,11.7847,0.0,0.0,0.0,13.1973,57.5707
2012-03-14 02:00:00,18.36,2,2,0,8.86667,222.304,40.6213,11.7033,0.0,0.0,0.0,12.9067,57.4293
2012-03-14 02:15:00,18.2387,2,2,15,8.0,222.41099999999997,40.711999999999996,11.6867,0.0,0.0,0.0,12.6573,57.3867
2012-03-14 02:30:00,18.09,2,2,30,8.0,222.08,40.6547,11.7847,0.0,0.0,0.0,12.5453,57.3787
2012-03-14 02:45:00,17.9553,2,2,45,8.4,222.43200000000002,40.672,11.4427,0.0,0.0,0.0,12.398,57.3493
2012-03-14 03:00:00,17.8333,2,3,0,7.8,221.12,40.676,11.767999999999999,0.0,0.0,0.0,12.29,56.8533
2012-03-14 03:15:00,17.7047,2,3,15,7.0,220.85299999999998,40.488,11.524000000000001,0.0,0.168,0.0,12.175999999999998,56.6053
2012-03-14 03:30:00,17.5733,2,3,30,7.0,218.78400000000002,40.3333,11.7847,0.0,0.508,0.0,12.1367,56.2693
2012-03-14 03:45:00,17.4713,2,3,45,7.0,216.373,40.4413,11.6053,0.0,0.0413333,0.0,12.072000000000001,56.0453
2012-03-14 04:00:00,17.3667,2,4,0,7.0,216.043,40.4253,11.9473,0.0,0.0,0.0,11.9873,55.983999999999995
2012-03-14 04:15:00,17.268,2,4,15,7.0,214.187,40.372,11.622,0.0,0.230667,0.0,11.9167,56.0373
2012-03-14 04:30:00,17.125999999999998,2,4,30,7.0,213.003,40.3133,11.7847,0.0,0.663333,0.0,11.8633,56.0667
2012-03-14 04:45:00,16.9933,2,4,45,7.0,212.61900000000003,40.312,11.6053,0.0,1.298,0.0,11.835999999999999,56.1867
2012-03-14 05:00:00,16.904,2,5,0,6.66667,211.168,40.3413,11.6053,0.0,0.706,0.0,11.7567,56.104
2012-03-14 05:15:00,16.83,2,5,15,6.0,211.317,40.376,11.622,0.0,0.0,0.0,11.6907,56.0907
2012-03-14 05:30:00,16.7333,2,5,30,6.13333,211.2,40.372,11.866,0.0,0.0,0.0,11.5713,56.4747
2012-03-14 05:45:00,16.61,2,5,45,6.8,210.304,40.4253,11.767999999999999,0.0,0.0,0.0,11.3687,57.0773
2012-03-14 06:00:00,16.504,2,6,0,7.0,210.571,40.48,11.524000000000001,0.0,0.0,0.0,11.2627,56.8853
2012-03-14 06:15:00,16.3927,2,6,15,6.066669999999999,211.072,40.4373,11.6053,0.0,0.0,0.0,11.1727,56.9093
2012-03-14 06:30:00,16.282,2,6,30,6.0,211.093,40.448,11.6053,0.0,0.0,150.528,11.1,56.9573
2012-03-14 06:45:00,16.178,2,6,45,6.0,211.467,40.44,20.0447,0.0,0.0,4107.26,11.03,57.088
2012-03-14 07:00:00,16.1087,2,7,0,6.0,213.55700000000002,40.4507,21.328000000000003,0.0,0.0,7877.63,11.0,56.8347
2012-03-14 07:15:00,16.0233,2,7,15,6.0,215.22099999999998,40.348,21.4893,0.0,0.127333,9734.14,11.09,56.12
2012-03-14 07:30:00,15.99,2,7,30,6.33333,215.093,40.508,21.5073,0.0,0.0,11285.8,11.2253,55.3573
2012-03-14 07:45:00,15.96,2,7,45,7.0,215.424,40.556,21.3453,0.0,0.0,12533.8,11.4613,54.4987
2012-03-14 08:00:00,15.97,2,8,0,7.66667,215.50900000000001,40.6867,21.166,0.0,0.0,13487.4,11.777999999999999,53.9627
2012-03-14 08:15:00,15.9967,2,8,15,9.0,215.488,40.7867,21.246,0.0,0.0,14361.3,12.1447,54.224
2012-03-14 08:30:00,16.038,2,8,30,9.2,215.872,40.868,27.3667,0.0,0.0,15451.5,12.57,55.1733
2012-03-14 08:45:00,16.1227,2,8,45,9.73333,215.21099999999998,40.9867,32.492,0.0,0.0,17179.3,13.0093,56.2373
2012-03-14 09:00:00,16.246,2,9,0,10.0,216.18099999999998,40.9,41.516000000000005,0.0,0.0,18683.9,13.4953,56.9333
2012-03-14 09:15:00,16.4007,2,9,15,11.6,215.41299999999998,40.6547,41.4173,0.0,0.192,17724.8,14.0053,56.792
2012-03-14 09:30:00,16.6693,2,9,30,13.6667,216.81099999999998,40.2733,49.7333,0.0,0.174,15824.9,14.52,55.751999999999995
2012-03-14 09:45:00,16.9007,2,9,45,15.0,218.27200000000002,40.172,51.9147,0.0,0.44066700000000003,14361.9,15.106,55.08
2012-03-14 10:00:00,17.1213,2,10,0,15.6667,219.808,40.1813,51.5707,0.0,0.764667,13043.0,15.6,54.1627
2012-03-14 10:15:00,17.3767,2,10,15,17.0,221.44,40.22,53.9013,0.0,0.392,11896.1,16.0653,53.416000000000004
2012-03-14 10:30:00,17.7033,2,10,30,17.6667,225.109,40.3733,81.6827,0.0,0.909333,11179.3,16.586,52.92
2012-03-14 10:45:00,18.096,2,10,45,19.0,232.331,40.4653,81.4827,0.0,1.2026700000000001,10685.4,17.142,52.8747
2012-03-14 11:00:00,18.4513,2,11,0,19.0,238.752,40.832,81.7413,0.0,1.4973299999999998,10157.1,17.636,52.696000000000005
2012-03-14 11:15:00,18.76,2,11,15,19.0,243.90400000000002,41.0307,81.6613,0.0,1.868,9640.96,18.03,52.0427
2012-03-14 11:30:00,19.122,2,11,30,19.0,267.189,41.836000000000006,81.4213,0.0,1.9346700000000001,9411.58,18.3747,52.0773
2012-03-14 11:45:00,19.546,2,11,45,19.0,283.349,42.431999999999995,81.42399999999999,0.0,2.028,9777.15,18.6873,52.4213
2012-03-14 12:00:00,20.0367,2,12,0,19.0,322.869,43.0747,81.4827,0.0,1.992,11366.1,18.9767,52.688
2012-03-14 12:15:00,20.4673,2,12,15,19.7333,357.781,42.1147,81.6613,0.0,2.25667,14368.8,19.248,53.16
2012-03-14 12:30:00,20.831999999999997,2,12,30,19.4667,396.843,42.1467,81.4427,0.0,1.81,18976.8,19.5893,53.3893
2012-03-14 12:45:00,21.215999999999998,2,12,45,19.0,445.24800000000005,42.4773,81.3227,0.0,2.0340000000000003,26528.4,19.9793,53.2213
2012-03-14 13:00:00,21.6253,2,13,0,19.0,445.80300000000005,44.2933,81.2613,0.0,1.952,37169.8,20.274,53.2027
2012-03-14 13:15:00,21.8947,2,13,15,19.0,428.92800000000005,43.0907,81.3413,0.0,1.90133,49610.8,20.5307,53.111999999999995
2012-03-14 13:30:00,22.1773,2,13,30,19.1333,436.11699999999996,43.2027,80.9227,0.0,2.008,62794.4,20.88,53.008
2012-03-14 13:45:00,22.3373,2,13,45,19.7333,401.23699999999997,43.0427,81.1013,0.0,2.08933,72485.5,21.2107,52.6907
2012-03-14 14:00:00,22.4733,2,14,0,20.0,378.45300000000003,42.8373,81.0827,0.0,1.63933,81002.5,21.5027,52.288000000000004
2012-03-14 14:15:00,22.612,2,14,15,20.0,352.171,43.0427,64.8453,0.0,1.8719999999999999,88124.1,21.844,51.784
2012-03-14 14:30:00,22.7813,2,14,30,20.0,308.57599999999996,43.7227,51.416000000000004,0.0,1.82067,91045.9,22.195999999999998,50.8
2012-03-14 14:45:00,22.912,2,14,45,20.0,292.971,43.672,50.6347,0.0,1.9606700000000001,93498.0,22.3693,49.4987
2012-03-14 15:00:00,22.991999999999997,2,15,0,20.0,277.387,43.4987,41.9733,0.0,1.7819999999999998,93066.6,22.32,48.1893
2012-03-14 15:15:00,23.088,2,15,15,20.0,263.808,43.06399999999999,38.6867,0.0,2.03067,91258.9,22.136,46.431999999999995
2012-03-14 15:30:00,23.148000000000003,2,15,30,20.0,243.435,42.0827,31.0453,0.0,1.84467,92160.0,21.8853,45.1947
2012-03-14 15:45:00,23.164,2,15,45,20.0,232.69299999999998,41.123999999999995,23.004,0.0,2.00933,91930.6,21.5827,44.3787
2012-03-14 16:00:00,23.131999999999998,2,16,0,19.8667,224.021,40.4133,20.8053,0.0,1.56,88861.4,21.2467,44.2373
2012-03-14 16:15:00,23.128,2,16,15,19.0,219.52,39.9333,20.741999999999997,0.0,1.636,88479.1,20.9627,44.0347
2012-03-14 16:30:00,23.0627,2,16,30,19.0,216.50099999999998,39.2667,20.9027,0.0,1.4980000000000002,82580.8,20.6947,43.544
2012-03-14 16:45:00,22.996,2,16,45,19.0,216.61900000000003,38.8173,20.6607,0.0,1.7819999999999998,78711.5,20.4427,43.4693
2012-03-14 17:00:00,22.9333,2,17,0,19.0,213.55700000000002,38.384,20.561999999999998,0.0,1.246,70421.2,20.1167,43.048
2012-03-14 17:15:00,22.8213,2,17,15,19.0,211.445,37.8173,20.822,0.0,1.578,48251.2,19.8167,43.36
2012-03-14 17:30:00,22.715999999999998,2,17,30,18.8,210.795,37.912,20.9213,0.0,1.254,2788.35,19.5533,44.864
2012-03-14 17:45:00,22.5893,2,17,45,18.2667,209.877,39.0733,20.6607,0.0,1.41867,2085.89,19.3293,48.3867
2012-03-14 18:00:00,22.484,2,18,0,18.0,209.483,40.848,11.328,0.0,0.780667,1103.87,19.1287,51.8347
2012-03-14 18:15:00,22.3813,2,18,15,18.0,210.315,42.32,11.328,0.0,0.650667,0.0,18.9267,54.5067
2012-03-14 18:30:00,22.2627,2,18,30,17.3333,209.984,43.6133,11.622,0.0,1.11733,0.0,18.7113,56.8587
2012-03-14 18:45:00,22.156,2,18,45,16.0,210.101,44.5493,11.23,0.0,0.821333,0.0,18.4533,58.408
2012-03-14 19:00:00,22.044,2,19,0,16.0,210.304,45.2853,11.425999999999998,0.0,0.563333,0.0,18.2053,59.5707
2012-03-14 19:15:00,21.92,2,19,15,16.0,209.835,45.816,11.6053,0.0,0.08,0.0,17.9927,60.184
2012-03-14 19:30:00,21.82,2,19,30,16.0,210.581,46.2747,11.328,0.0,0.052000000000000005,0.0,17.7647,61.1787
2012-03-14 19:45:00,21.6973,2,19,45,14.5333,209.835,46.184,11.6867,0.0,0.564,0.0,17.5673,62.488
2012-03-14 20:00:00,21.5627,2,20,0,14.0,209.72799999999998,46.9147,11.3447,0.0,0.0,0.0,17.3913,62.7653
2012-03-14 20:15:00,21.4453,2,20,15,14.0,210.101,47.2987,11.425999999999998,0.0,0.0,0.0,17.2,63.056000000000004
2012-03-14 20:30:00,21.304000000000002,2,20,30,14.0,210.016,47.3067,11.6867,0.0,0.0,0.0,16.996,62.96
2012-03-14 20:45:00,21.18,2,20,45,14.0,210.4,45.8533,11.328,0.0,0.48,0.0,16.8393,64.6267
2012-03-14 21:00:00,21.04,2,21,0,12.5333,210.507,45.2,11.524000000000001,0.0,0.783333,0.0,16.684,65.1147
2012-03-14 21:15:00,20.8987,2,21,15,12.0,211.072,44.824,11.6867,0.0,0.986667,0.0,16.514,65.7627
2012-03-14 21:30:00,20.7747,2,21,30,12.0,211.264,44.8347,11.425999999999998,0.0,0.5760000000000001,0.0,16.3467,65.6587
2012-03-14 21:45:00,20.651999999999997,2,21,45,12.0,212.085,45.8827,11.6867,0.0,0.218,0.0,16.166,65.2187
2012-03-14 22:00:00,20.531999999999996,2,22,0,12.0,212.38400000000001,46.352,11.6053,0.0,0.0386667,0.0,16.0053,65.2773
2012-03-14 22:15:00,20.4067,2,22,15,12.0,211.733,46.5333,11.425999999999998,0.0,0.0,0.0,15.8253,65.1707
2012-03-14 22:30:00,20.264,2,22,30,12.0,212.235,45.9653,11.6053,0.0,0.0,0.0,15.6493,65.072
2012-03-14 22:45:00,20.136,2,22,45,11.4667,212.06400000000002,45.736000000000004,11.425999999999998,0.0,0.0,0.0,15.4293,64.3813
2012-03-14 23:00:00,20.0227,2,23,0,11.0,212.32,44.93600000000001,11.524000000000001,0.0,0.0,0.0,15.0953,63.3573
2012-03-14 23:15:00,19.866,2,23,15,10.0667,212.65099999999998,44.2427,11.6867,0.0,0.0,0.0,14.9067,64.584
2012-03-14 23:30:00,19.7607,2,23,30,9.66667,212.96,43.3253,11.6053,0.0,0.0,0.0,14.7893,64.9653
2012-03-14 23:45:00,19.8147,2,23,45,9.0,213.205,41.4853,11.7033,0.0,0.0,0.0,14.66,64.7307
2012-03-15 00:00:00,19.8147,3,0,0,9.0,212.683,41.104,11.4427,0.0,0.0,0.0,14.4187,64.304
2012-03-15 00:15:00,19.7553,3,0,15,9.0,212.907,40.976000000000006,11.4427,0.0,0.0,0.0,14.208,63.7627
2012-03-15 00:30:00,19.6867,3,0,30,9.0,213.845,40.896,11.6867,0.0,0.0,0.0,13.9453,63.152
2012-03-15 00:45:00,19.5833,3,0,45,9.0,214.667,40.816,11.6053,0.0,0.036000000000000004,0.0,13.6507,62.3547
2012-03-15 01:00:00,19.482,3,1,0,8.66667,215.915,40.7413,11.524000000000001,0.0,0.426,0.0,13.3473,61.8907
2012-03-15 01:15:00,19.3353,3,1,15,8.0,216.821,40.7107,11.7033,0.0,1.09733,0.0,13.1267,61.864
2012-03-15 01:30:00,19.2267,3,1,30,8.0,216.715,40.66,11.6053,0.0,0.420667,0.0,12.918,65.3653
2012-03-15 01:45:00,19.1367,3,1,45,8.53333,215.851,40.596,11.7033,0.0,0.326,0.0,12.76,68.5467
2012-03-15 02:00:00,19.05,3,2,0,9.0,214.56,40.5893,11.524000000000001,0.0,0.036000000000000004,0.0,12.668,69.3893
2012-03-15 02:15:00,18.9727,3,2,15,8.06667,213.312,40.5733,11.524000000000001,0.0,0.0,0.0,12.6267,69.824
2012-03-15 02:30:00,18.8867,3,2,30,8.0,212.075,40.592,11.524000000000001,0.0,0.0386667,0.0,12.6133,69.8427
2012-03-15 02:45:00,18.8027,3,2,45,7.86667,212.22400000000002,40.64,11.6867,0.0,0.5293329999999999,0.0,12.6033,70.5147
2012-03-15 03:00:00,18.7287,3,3,0,7.33333,211.701,40.656,11.7847,0.0,0.106,0.0,12.5907,70.3573
2012-03-15 03:15:00,18.6713,3,3,15,8.0,211.65900000000002,40.68,11.6053,0.0,0.0,0.0,12.5907,70.4267
2012-03-15 03:30:00,18.6047,3,3,30,7.6,210.923,40.711999999999996,11.6867,0.0,0.182,0.0,12.5933,70.8453
2012-03-15 03:45:00,18.5513,3,3,45,6.0,210.987,40.748000000000005,11.7847,0.0,0.163333,0.0,12.59,70.4533
2012-03-15 04:00:00,18.5067,3,4,0,6.066669999999999,211.968,40.848,11.4427,0.0,0.10866700000000001,0.0,12.5873,70.7333
2012-03-15 04:15:00,18.4533,3,4,15,6.8,212.06400000000002,40.92,11.6867,0.0,0.0,0.0,12.5967,70.4453
2012-03-15 04:30:00,18.4007,3,4,30,6.53333,212.576,41.0053,11.6867,0.0,0.0,0.0,12.6067,70.712
2012-03-15 04:45:00,18.3567,3,4,45,6.0,212.245,41.048,11.767999999999999,0.0,0.0,0.0,12.6367,70.5333
2012-03-15 05:00:00,18.33,3,5,0,5.46667,211.90400000000002,41.1387,11.6867,0.0,0.209333,0.0,12.668,70.8507
2012-03-15 05:15:00,18.2827,3,5,15,5.0,211.88299999999998,41.2027,11.72,0.0,0.226,0.0,12.638,71.7493
2012-03-15 05:30:00,18.2267,3,5,30,5.53333,211.00799999999998,41.232,11.5887,0.0,0.0,0.0,12.522,71.92
2012-03-15 05:45:00,18.1393,3,5,45,6.0,211.21099999999998,41.288000000000004,11.7033,0.0,0.222,0.0,12.3907,71.6027
2012-03-15 06:00:00,18.067999999999998,3,6,0,5.66667,211.584,41.391999999999996,11.4427,0.0,0.0,0.0,12.2227,71.28
2012-03-15 06:15:00,18.0233,3,6,15,5.0,211.584,41.408,11.622,0.0,0.0,0.0,12.0147,70.9653
2012-03-15 06:30:00,17.956,3,6,30,5.0,212.149,41.4213,11.524000000000001,0.0,0.0,250.88,11.7967,70.4773
2012-03-15 06:45:00,17.8847,3,6,45,4.86667,211.93599999999998,41.4347,21.0847,0.0,0.0,4609.02,11.5727,70.1413
2012-03-15 07:00:00,17.83,3,7,0,4.0,213.707,41.4213,20.9853,0.0,0.036000000000000004,8350.72,11.4327,69.5067
2012-03-15 07:15:00,17.7513,3,7,15,4.0,216.11700000000002,41.4053,21.3927,0.0,0.13533299999999998,10099.4,11.3953,69.0933
2012-03-15 07:30:00,17.7287,3,7,30,4.0,217.141,41.4933,21.2467,0.0,0.044000000000000004,11739.1,11.4167,68.5787
2012-03-15 07:45:00,17.7133,3,7,45,5.46667,217.813,41.5413,21.5067,0.0,0.134667,12785.0,11.508,68.2907
2012-03-15 08:00:00,17.7133,3,8,0,6.0,218.72,41.528,21.1487,0.0,0.202667,13839.7,11.6473,68.1093
2012-03-15 08:15:00,17.708,3,8,15,6.53333,218.763,41.6453,22.548000000000002,0.0,0.274667,14814.5,11.7813,67.4933
2012-03-15 08:30:00,17.596,3,8,30,7.0,218.4,42.0,31.208000000000002,0.0,0.736667,15773.7,11.93,66.8533
2012-03-15 08:45:00,17.5847,3,8,45,8.33333,218.62400000000002,42.088,38.248000000000005,0.0,1.09467,17444.9,12.142000000000001,65.648
2012-03-15 09:00:00,17.622,3,9,0,9.4,218.347,42.2347,41.3373,0.0,0.828,18720.1,12.3787,65.1947
2012-03-15 09:15:00,17.704,3,9,15,12.0,218.528,42.3227,46.144,0.0,0.918667,17802.6,12.644,64.7307
2012-03-15 09:30:00,17.82,3,9,30,12.0,218.987,42.3813,50.7707,0.0,0.663333,16547.8,12.988,63.672
2012-03-15 09:45:00,17.918,3,9,45,12.0,218.197,42.3973,50.952,0.0,1.5193299999999998,15938.9,13.3487,63.792
2012-03-15 10:00:00,18.0507,3,10,0,12.5333,217.301,42.5067,56.6067,0.0,1.15467,16104.8,13.6793,64.4
2012-03-15 10:15:00,18.222,3,10,15,13.0,217.408,42.5867,75.1173,0.0,1.27067,15063.7,14.005999999999998,64.264
2012-03-15 10:30:00,18.3893,3,10,30,13.5333,216.555,42.4907,81.4827,0.0,1.62067,13868.4,14.3727,64.024
2012-03-15 10:45:00,18.58,3,10,45,14.0,215.989,42.464,81.3227,0.0,1.35267,13251.2,14.7233,63.7493
2012-03-15 11:00:00,18.7587,3,11,0,14.0,215.093,42.416000000000004,81.76,0.0,1.58267,12836.2,15.002,63.4907
2012-03-15 11:15:00,18.962,3,11,15,14.9333,214.827,42.456,81.2427,0.0,1.3113299999999999,12305.1,15.325999999999999,63.16
2012-03-15 11:30:00,19.164,3,11,30,15.0,214.261,42.48,81.4053,0.0,1.60533,12133.0,15.6967,62.84
2012-03-15 11:45:00,19.378,3,11,45,15.0,214.261,42.472,81.3413,0.0,1.682,12597.9,16.0347,62.488
2012-03-15 12:00:00,19.59,3,12,0,15.5333,215.019,42.4933,94.9867,0.0,1.63133,14499.2,16.4073,62.128
2012-03-15 12:15:00,19.7993,3,12,15,16.0,214.731,42.4773,97.3973,0.0,1.81733,17859.2,16.7633,61.8933
2012-03-15 12:30:00,19.9867,3,12,30,16.0,214.83700000000002,42.5067,83.2453,0.0,1.88467,20833.6,17.0687,61.6107
2012-03-15 12:45:00,20.1427,3,12,45,16.0,215.275,42.6213,81.1627,0.0,2.14067,28001.6,17.32,61.2667
2012-03-15 13:00:00,20.324,3,13,0,16.3333,214.88,42.7093,81.5013,0.0,2.3480000000000003,39126.4,17.632,60.751999999999995
2012-03-15 13:15:00,20.5067,3,13,15,17.0,214.709,42.8053,81.184,0.0,2.004,52251.3,17.9767,60.0293
2012-03-15 13:30:00,20.6693,3,13,30,17.0,215.00799999999998,42.9707,81.0027,0.0,2.19867,64563.9,18.2567,59.336000000000006
2012-03-15 13:45:00,20.836,3,13,45,17.0,214.933,43.1547,80.96,0.0,1.92667,71335.9,18.5607,58.93600000000001
2012-03-15 14:00:00,20.971999999999998,3,14,0,17.0,214.53900000000002,43.4373,81.264,0.0,2.75067,80011.3,18.848,58.5147
2012-03-15 14:15:00,21.0907,3,14,15,17.0,214.293,43.832,58.5307,0.0,2.52467,85371.6,19.0727,58.0613
2012-03-15 14:30:00,21.232,3,14,30,17.0,212.576,44.224,49.4,0.0,2.56867,82528.9,19.2747,58.0507
2012-03-15 14:45:00,21.3573,3,14,45,17.0,212.27700000000002,44.7093,46.5987,0.0,2.4659999999999997,83918.8,19.34,58.32
2012-03-15 15:00:00,21.44,3,15,0,16.4667,211.893,45.1173,36.768,0.0,2.74533,74973.2,19.2907,58.6
